State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Telangana,Telangana_District_3,2010,Rabi,Maize,55.67,126.57
Tamil Nadu,Tamil Nadu_District_4,2002,Kharif,Soyabean,2571.54,1849.71
Odisha,Odisha_District_2,2019,Kharif,Sunflower,3507.62,2567.22
Uttar Pradesh,Uttar Pradesh_District_1,2001,Kharif,Bajra,3941.53,3699.82
Punjab,Punjab_District_4,2016,Whole Year,Sugarcane,3603.76,227586.42
Haryana,Haryana_District_1,2014,Rabi,Maize,3675.22,6754.58
Haryana,Haryana_District_1,2012,Rabi,Wheat,3002.06,7735.22
Karnataka,Karnataka_District_2,2007,Rabi,Chickpea,3617.35,2338.61
Chhattisgarh,Chhattisgarh_District_1,2006,Kharif,Turmeric,1435.65,8887.12
Karnataka,Karnataka_District_2,2001,Kharif,Cotton,4594.48,1848.35
Rajasthan,Rajasthan_District_3,2002,Kharif,Sunflower,850.89,550.94
Gujarat,Gujarat_District_2,2001,Rabi,Wheat,1827.9,4200.03
Karnataka,Karnataka_District_2,2006,Rabi,Sunflower,2995.29,2456.14
Tamil Nadu,Tamil Nadu_District_2,2017,Kharif,Soyabean,1214.02,1192.02
Uttar Pradesh,Uttar Pradesh_District_2,2004,Kharif,Cotton,3929.18,1871.16
Chhattisgarh,Chhattisgarh_District_4,2018,Rabi,Groundnut,375.59,492.46
Maharashtra,Maharashtra_District_2,2003,Rabi,Lentil,4421.14,4760.73
Rajasthan,Rajasthan_District_2,2009,Kharif,Maize,748.65,1202.05
Haryana,Haryana_District_5,2004,Rabi,Chickpea,730.21,563.0
Bihar,Bihar_District_1,2012,Kharif,Turmeric,398.14,2640.12
Madhya Pradesh,Madhya Pradesh_District_2,2014,Kharif,Rice,4931.06,13124.48
Uttar Pradesh,Uttar Pradesh_District_3,2017,Kharif,Bajra,3483.94,3047.86
Odisha,Odisha_District_2,2007,Whole Year,Sugarcane,2144.71,131341.63
Punjab,Punjab_District_1,2021,Kharif,Cotton,371.29,183.82
Tamil Nadu,Tamil Nadu_District_3,2016,Kharif,Jowar,739.58,720.55
Haryana,Haryana_District_3,2015,Rabi,Chickpea,1066.85,902.94
Uttar Pradesh,Uttar Pradesh_District_5,2003,Rabi,Mustard,158.16,195.55
Haryana,Haryana_District_3,2015,Kharif,Rice,3515.17,7716.38
Andhra Pradesh,Andhra Pradesh_District_1,2004,Rabi,Maize,2171.58,3907.61
Tamil Nadu,Tamil Nadu_District_4,2006,Kharif,Maize,4055.36,8125.29
Madhya Pradesh,Madhya Pradesh_District_3,2013,Rabi,Maize,1240.72,2783.93
Madhya Pradesh,Madhya Pradesh_District_2,2015,Kharif,Bajra,3486.45,3268.24
Odisha,Odisha_District_2,2016,Rabi,Chickpea,1348.47,1479.03
Rajasthan,Rajasthan_District_5,2018,Kharif,Maize,1997.08,3302.56
Bihar,Bihar_District_4,2007,Rabi,Wheat,966.62,3382.35
Haryana,Haryana_District_2,2009,Rabi,Jowar,2001.48,1848.55
Andhra Pradesh,Andhra Pradesh_District_4,2015,Rabi,Jowar,4257.92,3780.57
Telangana,Telangana_District_3,2006,Kharif,Turmeric,3584.02,21360.14
Telangana,Telangana_District_1,2005,Kharif,Rice,1874.56,4443.5
Telangana,Telangana_District_2,2020,Kharif,Cotton,3864.1,2518.43
Maharashtra,Maharashtra_District_3,2017,Whole Year,Sugarcane,3537.66,217552.85
Tamil Nadu,Tamil Nadu_District_1,2009,Kharif,Maize,3915.53,8376.84
Gujarat,Gujarat_District_1,2001,Kharif,Rice,588.96,1623.28
Punjab,Punjab_District_2,2001,Kharif,Bajra,3668.63,3138.13
Chhattisgarh,Chhattisgarh_District_2,2021,Rabi,Jowar,3677.29,3955.4
Madhya Pradesh,Madhya Pradesh_District_3,2016,Rabi,Jowar,1392.55,1333.99
Telangana,Telangana_District_2,2007,Kharif,Jowar,4210.97,3633.91
Gujarat,Gujarat_District_2,2003,Kharif,Soyabean,3308.08,3136.69
Bihar,Bihar_District_2,2012,Rabi,Potato,3702.2,77979.11
Chhattisgarh,Chhattisgarh_District_3,2003,Rabi,Jowar,3794.6,3292.56
Andhra Pradesh,Andhra Pradesh_District_3,2006,Kharif,Turmeric,2841.27,16161.33
Telangana,Telangana_District_3,2012,Rabi,Jowar,2800.39,2359.46
Haryana,Haryana_District_5,2009,Kharif,Groundnut,3216.03,2656.96
Punjab,Punjab_District_2,2018,Rabi,Sunflower,1065.15,585.58
West Bengal,West Bengal_District_5,2002,Kharif,Cotton,761.2,316.59
Karnataka,Karnataka_District_2,2001,Kharif,Rice,2885.24,7355.05
Karnataka,Karnataka_District_4,2018,Rabi,Sunflower,1036.17,810.2
Haryana,Haryana_District_4,2011,Kharif,Rice,2596.51,6198.16
Odisha,Odisha_District_2,2017,Kharif,Turmeric,3576.35,22221.01
Uttar Pradesh,Uttar Pradesh_District_3,2006,Rabi,Maize,2454.42,4287.62
Andhra Pradesh,Andhra Pradesh_District_3,2005,Kharif,Turmeric,1787.83,10132.23
Maharashtra,Maharashtra_District_4,2016,Kharif,Turmeric,1475.05,9046.62
West Bengal,West Bengal_District_4,2007,Rabi,Groundnut,4767.61,5615.17
Punjab,Punjab_District_1,2010,Whole Year,Sugarcane,2022.33,169062.06
Rajasthan,Rajasthan_District_3,2015,Kharif,Bajra,126.72,126.49
Uttar Pradesh,Uttar Pradesh_District_2,2020,Rabi,Chickpea,1789.01,1590.31
Odisha,Odisha_District_3,2002,Kharif,Bajra,4507.01,3540.89
West Bengal,West Bengal_District_5,2021,Kharif,Soyabean,869.32,894.07
Telangana,Telangana_District_3,2012,Kharif,Turmeric,2426.86,11989.61
Uttar Pradesh,Uttar Pradesh_District_5,2008,Kharif,Soyabean,2868.27,3147.39
Gujarat,Gujarat_District_1,2006,Rabi,Sunflower,1005.96,648.65
Tamil Nadu,Tamil Nadu_District_4,2005,Kharif,Cotton,1556.75,835.65
Haryana,Haryana_District_1,2009,Rabi,Mustard,1887.21,2357.97
Gujarat,Gujarat_District_2,2019,Rabi,Sunflower,2487.36,2264.77
Madhya Pradesh,Madhya Pradesh_District_3,2021,Kharif,Turmeric,558.48,4197.42
Andhra Pradesh,Andhra Pradesh_District_1,2005,Rabi,Maize,3726.94,6368.91
Andhra Pradesh,Andhra Pradesh_District_1,2003,Rabi,Potato,137.2,2304.09
West Bengal,West Bengal_District_3,2001,Whole Year,Sugarcane,1424.22,84408.22
Madhya Pradesh,Madhya Pradesh_District_5,2008,Whole Year,Sugarcane,4552.59,306124.06
Bihar,Bihar_District_3,2015,Rabi,Potato,920.07,17628.44
West Bengal,West Bengal_District_2,2017,Rabi,Potato,2320.21,53701.76
Uttar Pradesh,Uttar Pradesh_District_4,2017,Rabi,Chickpea,368.75,307.9
Haryana,Haryana_District_5,2001,Kharif,Rice,3155.32,6273.07
Telangana,Telangana_District_4,2018,Whole Year,Sugarcane,1406.4,105235.45
Chhattisgarh,Chhattisgarh_District_4,2007,Kharif,Rice,1823.7,3311.69
Maharashtra,Maharashtra_District_5,2014,Rabi,Potato,2171.8,48929.53
Madhya Pradesh,Madhya Pradesh_District_1,2015,Kharif,Groundnut,1069.81,906.6
Karnataka,Karnataka_District_2,2008,Kharif,Maize,300.25,705.26
Odisha,Odisha_District_1,2016,Kharif,Bajra,3744.77,3220.0
Uttar Pradesh,Uttar Pradesh_District_1,2020,Rabi,Chickpea,4711.55,4568.06
Punjab,Punjab_District_3,2013,Rabi,Mustard,954.2,1199.46
Haryana,Haryana_District_3,2005,Rabi,Potato,3390.07,68010.58
Bihar,Bihar_District_1,2006,Rabi,Potato,88.65,1630.76
Maharashtra,Maharashtra_District_1,2016,Rabi,Mustard,1701.09,2021.98
Rajasthan,Rajasthan_District_2,2009,Kharif,Soyabean,1803.39,1932.51
Andhra Pradesh,Andhra Pradesh_District_2,2002,Rabi,Lentil,3185.09,2772.77
Chhattisgarh,Chhattisgarh_District_4,2011,Kharif,Sunflower,486.49,328.26
Punjab,Punjab_District_5,2005,Kharif,Rice,884.58,1369.61
Telangana,Telangana_District_4,2021,Kharif,Soyabean,576.5,575.15
Gujarat,Gujarat_District_3,2015,Kharif,Bajra,4707.74,3606.64
Andhra Pradesh,Andhra Pradesh_District_3,2017,Kharif,Maize,874.5,1851.39
Punjab,Punjab_District_2,2002,Kharif,Turmeric,692.97,3510.98
Andhra Pradesh,Andhra Pradesh_District_1,2015,Kharif,Bajra,3564.68,3162.75
Punjab,Punjab_District_5,2006,Rabi,Mustard,3797.95,4396.07
Uttar Pradesh,Uttar Pradesh_District_1,2017,Kharif,Soyabean,4955.89,6423.17
Gujarat,Gujarat_District_1,2021,Kharif,Jowar,1650.07,1608.8
Bihar,Bihar_District_3,2015,Kharif,Soyabean,95.02,68.74
Karnataka,Karnataka_District_1,2021,Rabi,Jowar,1559.84,1272.38
West Bengal,West Bengal_District_1,2003,Kharif,Soyabean,2718.5,2917.8
Odisha,Odisha_District_2,2018,Kharif,Bajra,786.06,621.84
Odisha,Odisha_District_4,2006,Rabi,Lentil,892.23,774.98
Chhattisgarh,Chhattisgarh_District_3,2010,Rabi,Mustard,3720.19,3871.45
Madhya Pradesh,Madhya Pradesh_District_1,2008,Kharif,Turmeric,987.81,6657.55
West Bengal,West Bengal_District_5,2001,Kharif,Maize,1397.48,3584.37
Karnataka,Karnataka_District_1,2014,Rabi,Potato,2498.33,51209.54
Gujarat,Gujarat_District_1,2007,Kharif,Cotton,4451.99,2864.9
Tamil Nadu,Tamil Nadu_District_1,2002,Rabi,Mustard,1275.71,1522.03
Karnataka,Karnataka_District_3,2014,Rabi,Mustard,2563.5,3085.21
Odisha,Odisha_District_2,2020,Kharif,Jowar,4754.11,5688.59
Punjab,Punjab_District_1,2012,Kharif,Bajra,4785.11,4243.79
Punjab,Punjab_District_3,2015,Rabi,Groundnut,4728.43,5301.12
Maharashtra,Maharashtra_District_4,2006,Kharif,Bajra,1086.6,1445.63
Madhya Pradesh,Madhya Pradesh_District_2,2011,Kharif,Cotton,1261.88,540.64
Tamil Nadu,Tamil Nadu_District_5,2021,Rabi,Chickpea,3354.27,3046.98
Andhra Pradesh,Andhra Pradesh_District_1,2015,Kharif,Turmeric,2112.93,13198.55
Gujarat,Gujarat_District_1,2005,Rabi,Mustard,4733.85,5464.78
Andhra Pradesh,Andhra Pradesh_District_2,2009,Kharif,Cotton,4563.28,2059.43
Gujarat,Gujarat_District_3,2021,Kharif,Turmeric,599.68,4119.39
Maharashtra,Maharashtra_District_4,2004,Kharif,Turmeric,2757.84,14522.29
Odisha,Odisha_District_3,2008,Kharif,Jowar,2921.96,2649.17
West Bengal,West Bengal_District_5,2020,Rabi,Sunflower,1646.23,1720.83
Andhra Pradesh,Andhra Pradesh_District_5,2002,Rabi,Mustard,280.27,310.79
Bihar,Bihar_District_2,2006,Kharif,Sunflower,1847.8,1482.15
Maharashtra,Maharashtra_District_5,2018,Rabi,Jowar,4900.6,4737.72
Gujarat,Gujarat_District_1,2018,Kharif,Soyabean,3074.05,3489.11
Chhattisgarh,Chhattisgarh_District_1,2021,Rabi,Lentil,785.7,866.1
Tamil Nadu,Tamil Nadu_District_3,2014,Rabi,Wheat,1581.07,4232.67
Telangana,Telangana_District_1,2016,Kharif,Bajra,1629.7,1838.2
Uttar Pradesh,Uttar Pradesh_District_5,2006,Kharif,Cotton,1628.68,969.82
Punjab,Punjab_District_5,2021,Rabi,Sunflower,3672.11,2745.58
Haryana,Haryana_District_2,2001,Whole Year,Sugarcane,4820.71,304158.94
Gujarat,Gujarat_District_1,2015,Kharif,Rice,934.66,2309.79
Karnataka,Karnataka_District_4,2004,Rabi,Groundnut,3982.42,4586.09
Tamil Nadu,Tamil Nadu_District_3,2001,Rabi,Lentil,4942.36,4340.51
Haryana,Haryana_District_1,2003,Kharif,Turmeric,2849.16,13463.36
Punjab,Punjab_District_1,2015,Kharif,Rice,2894.81,6513.94
Odisha,Odisha_District_5,2019,Rabi,Maize,691.41,1523.4
Rajasthan,Rajasthan_District_1,2009,Kharif,Jowar,1847.36,1346.6
Andhra Pradesh,Andhra Pradesh_District_5,2018,Kharif,Sunflower,3358.03,2476.73
West Bengal,West Bengal_District_1,2007,Rabi,Groundnut,541.5,762.97
Andhra Pradesh,Andhra Pradesh_District_3,2012,Rabi,Sunflower,4270.48,3342.77
Madhya Pradesh,Madhya Pradesh_District_1,2005,Kharif,Soyabean,1160.67,918.85
Gujarat,Gujarat_District_4,2001,Kharif,Soyabean,568.29,460.37
Telangana,Telangana_District_2,2009,Kharif,Sunflower,978.61,886.65
Bihar,Bihar_District_1,2007,Rabi,Wheat,3738.74,10185.39
Rajasthan,Rajasthan_District_1,2007,Rabi,Sunflower,3373.08,2451.1
Madhya Pradesh,Madhya Pradesh_District_2,2012,Kharif,Groundnut,2177.96,2974.77
Maharashtra,Maharashtra_District_1,2005,Rabi,Lentil,2765.27,2989.69
Maharashtra,Maharashtra_District_4,2015,Rabi,Wheat,4306.12,12563.1
Karnataka,Karnataka_District_3,2011,Rabi,Mustard,3374.09,3721.18
Chhattisgarh,Chhattisgarh_District_3,2002,Rabi,Chickpea,3611.41,3289.37
Chhattisgarh,Chhattisgarh_District_4,2003,Kharif,Turmeric,4872.65,24496.71
Gujarat,Gujarat_District_1,2021,Kharif,Cotton,707.34,353.62
Punjab,Punjab_District_1,2019,Kharif,Sunflower,2780.09,1523.19
Gujarat,Gujarat_District_3,2006,Rabi,Mustard,1251.62,1407.83
Haryana,Haryana_District_4,2002,Kharif,Soyabean,1848.75,1541.39
Haryana,Haryana_District_2,2012,Kharif,Bajra,3993.17,3211.74
Haryana,Haryana_District_4,2013,Kharif,Turmeric,1039.53,6312.25
West Bengal,West Bengal_District_4,2004,Rabi,Wheat,1603.15,4015.45
Karnataka,Karnataka_District_1,2017,Rabi,Mustard,4801.93,6818.22
Madhya Pradesh,Madhya Pradesh_District_2,2013,Rabi,Maize,3526.43,6941.97
Maharashtra,Maharashtra_District_1,2014,Kharif,Turmeric,1537.79,10254.45
Karnataka,Karnataka_District_3,2008,Kharif,Rice,4450.31,10439.65
West Bengal,West Bengal_District_5,2013,Rabi,Chickpea,2433.81,2191.04
West Bengal,West Bengal_District_4,2009,Kharif,Rice,3062.93,8231.21
Madhya Pradesh,Madhya Pradesh_District_1,2010,Whole Year,Sugarcane,3198.21,243175.73
Odisha,Odisha_District_3,2012,Rabi,Lentil,4163.23,4700.08
Tamil Nadu,Tamil Nadu_District_4,2003,Rabi,Jowar,2695.1,2666.72
Karnataka,Karnataka_District_4,2019,Kharif,Turmeric,3694.38,20225.41
Tamil Nadu,Tamil Nadu_District_4,2016,Kharif,Groundnut,1908.48,2677.18
Punjab,Punjab_District_2,2008,Rabi,Chickpea,3999.84,3816.58
Chhattisgarh,Chhattisgarh_District_4,2016,Kharif,Maize,1891.18,4148.86
West Bengal,West Bengal_District_4,2004,Rabi,Wheat,463.96,1317.54
Andhra Pradesh,Andhra Pradesh_District_5,2006,Rabi,Groundnut,1094.04,1640.29
Punjab,Punjab_District_5,2012,Kharif,Bajra,1140.59,1326.33
Tamil Nadu,Tamil Nadu_District_1,2018,Kharif,Jowar,3984.9,2857.74
Gujarat,Gujarat_District_1,2018,Kharif,Cotton,546.56,233.08
Bihar,Bihar_District_3,2007,Rabi,Groundnut,957.97,1146.06
Odisha,Odisha_District_4,2015,Rabi,Mustard,1678.61,1664.07
Karnataka,Karnataka_District_4,2005,Whole Year,Sugarcane,3993.92,256705.88
Haryana,Haryana_District_4,2008,Kharif,Maize,3323.68,6695.41
Tamil Nadu,Tamil Nadu_District_4,2008,Kharif,Sunflower,1361.71,520.9
Haryana,Haryana_District_2,2009,Rabi,Jowar,1895.25,1673.23
Karnataka,Karnataka_District_1,2002,Whole Year,Sugarcane,807.77,42275.69
Rajasthan,Rajasthan_District_3,2020,Rabi,Chickpea,2900.76,2907.45
Bihar,Bihar_District_5,2005,Rabi,Wheat,1563.4,4764.71
Uttar Pradesh,Uttar Pradesh_District_4,2013,Kharif,Cotton,782.16,509.39
Madhya Pradesh,Madhya Pradesh_District_5,2008,Rabi,Wheat,623.38,1842.95
Maharashtra,Maharashtra_District_3,2004,Kharif,Turmeric,3733.79,20103.4
Gujarat,Gujarat_District_5,2004,Kharif,Jowar,2751.6,2508.01
Uttar Pradesh,Uttar Pradesh_District_2,2004,Rabi,Mustard,4118.49,5525.49
Tamil Nadu,Tamil Nadu_District_5,2001,Rabi,Jowar,4247.29,3180.37
Rajasthan,Rajasthan_District_4,2012,Kharif,Rice,4517.15,8968.01
Uttar Pradesh,Uttar Pradesh_District_1,2001,Rabi,Potato,2305.63,39551.58
Gujarat,Gujarat_District_4,2008,Rabi,Maize,1444.33,3225.97
Maharashtra,Maharashtra_District_4,2002,Kharif,Rice,1395.83,2955.44
Karnataka,Karnataka_District_5,2007,Rabi,Lentil,1262.54,1041.18
Andhra Pradesh,Andhra Pradesh_District_1,2002,Rabi,Maize,4787.43,9940.04
Tamil Nadu,Tamil Nadu_District_5,2020,Kharif,Maize,1899.98,4663.99
Madhya Pradesh,Madhya Pradesh_District_3,2014,Kharif,Rice,727.73,1947.16
Karnataka,Karnataka_District_4,2009,Kharif,Cotton,2957.22,1718.84
Rajasthan,Rajasthan_District_2,2020,Kharif,Rice,4153.89,11125.23
Bihar,Bihar_District_4,2019,Kharif,Bajra,1805.58,1765.59
West Bengal,West Bengal_District_5,2015,Kharif,Soyabean,3702.72,3609.08
Odisha,Odisha_District_5,2003,Rabi,Sunflower,1431.15,1039.23
Uttar Pradesh,Uttar Pradesh_District_4,2015,Kharif,Rice,2515.83,5003.48
Madhya Pradesh,Madhya Pradesh_District_1,2019,Kharif,Sunflower,3761.35,2545.22
Uttar Pradesh,Uttar Pradesh_District_5,2016,Kharif,Cotton,514.45,285.56
Karnataka,Karnataka_District_2,2004,Rabi,Lentil,3138.94,2474.73
Chhattisgarh,Chhattisgarh_District_1,2008,Rabi,Jowar,806.03,424.43
Punjab,Punjab_District_3,2015,Rabi,Jowar,2224.62,1648.99
Gujarat,Gujarat_District_2,2014,Kharif,Turmeric,3305.2,16567.15
Punjab,Punjab_District_1,2008,Rabi,Chickpea,1949.52,1876.05
Maharashtra,Maharashtra_District_3,2007,Rabi,Wheat,4085.27,12176.19
Karnataka,Karnataka_District_5,2003,Kharif,Turmeric,3895.56,23119.19
Telangana,Telangana_District_5,2019,Rabi,Lentil,4807.57,5169.26
Uttar Pradesh,Uttar Pradesh_District_2,2002,Whole Year,Sugarcane,2665.57,175626.96
Andhra Pradesh,Andhra Pradesh_District_3,2019,Rabi,Wheat,4310.56,11546.47
Tamil Nadu,Tamil Nadu_District_3,2017,Rabi,Lentil,3825.65,3686.1
Madhya Pradesh,Madhya Pradesh_District_5,2021,Kharif,Turmeric,1913.77,11013.28
Madhya Pradesh,Madhya Pradesh_District_5,2021,Kharif,Maize,3635.57,7925.97
Maharashtra,Maharashtra_District_3,2003,Rabi,Lentil,3439.38,2510.5
Uttar Pradesh,Uttar Pradesh_District_1,2013,Rabi,Lentil,59.96,42.62
Punjab,Punjab_District_4,2001,Kharif,Cotton,273.29,128.2
Madhya Pradesh,Madhya Pradesh_District_4,2009,Kharif,Jowar,403.57,350.15
Andhra Pradesh,Andhra Pradesh_District_3,2021,Kharif,Sunflower,1797.12,1366.97
Telangana,Telangana_District_5,2019,Rabi,Chickpea,100.51,96.56
Madhya Pradesh,Madhya Pradesh_District_4,2018,Rabi,Mustard,2252.44,2635.33
Gujarat,Gujarat_District_4,2016,Rabi,Chickpea,3222.69,3002.71
Gujarat,Gujarat_District_4,2020,Kharif,Rice,1581.37,4722.23
West Bengal,West Bengal_District_3,2005,Rabi,Chickpea,3424.41,2738.22
Bihar,Bihar_District_3,2004,Rabi,Groundnut,3870.5,4664.36
Bihar,Bihar_District_5,2013,Kharif,Maize,1247.25,1960.87
Haryana,Haryana_District_5,2021,Rabi,Jowar,261.63,214.33
Andhra Pradesh,Andhra Pradesh_District_5,2011,Whole Year,Sugarcane,1595.31,98487.75
West Bengal,West Bengal_District_4,2018,Rabi,Lentil,2390.93,2461.9
Odisha,Odisha_District_3,2010,Rabi,Lentil,2256.34,2201.91
Bihar,Bihar_District_4,2012,Rabi,Wheat,3897.28,12435.1
Haryana,Haryana_District_2,2008,Whole Year,Sugarcane,677.62,40101.04
Rajasthan,Rajasthan_District_2,2010,Rabi,Lentil,3161.59,2365.14
Karnataka,Karnataka_District_3,2002,Kharif,Cotton,2468.25,1295.61
Karnataka,Karnataka_District_1,2009,Whole Year,Sugarcane,575.42,39680.42
Maharashtra,Maharashtra_District_1,2019,Whole Year,Sugarcane,914.46,61735.8
Andhra Pradesh,Andhra Pradesh_District_2,2009,Kharif,Rice,4455.54,13796.57
Chhattisgarh,Chhattisgarh_District_5,2012,Kharif,Jowar,3362.15,3444.45
Punjab,Punjab_District_3,2014,Kharif,Bajra,4416.6,3551.17
Odisha,Odisha_District_1,2019,Rabi,Wheat,2822.52,9751.32
Punjab,Punjab_District_4,2011,Kharif,Rice,215.23,410.33
Gujarat,Gujarat_District_2,2013,Kharif,Soyabean,1409.99,1311.11
Maharashtra,Maharashtra_District_2,2004,Rabi,Lentil,3975.26,3519.65
Chhattisgarh,Chhattisgarh_District_2,2001,Rabi,Lentil,3874.71,2430.56
Bihar,Bihar_District_2,2006,Rabi,Wheat,466.3,
Madhya Pradesh,Madhya Pradesh_District_5,2007,Rabi,Wheat,4191.75,10812.98
Odisha,Odisha_District_2,2015,Rabi,Groundnut,4364.96,6894.35
Andhra Pradesh,Andhra Pradesh_District_1,2004,Rabi,Chickpea,3365.68,3782.48
Uttar Pradesh,Uttar Pradesh_District_4,2018,Kharif,Maize,4613.24,9411.97
Odisha,Odisha_District_2,2015,Kharif,Maize,1107.14,2237.68
Uttar Pradesh,Uttar Pradesh_District_1,2014,Kharif,Groundnut,3465.07,4902.83
Chhattisgarh,Chhattisgarh_District_3,2013,Rabi,Potato,2207.95,43438.43
Madhya Pradesh,Madhya Pradesh_District_3,2006,Rabi,Jowar,1289.98,1037.09
Punjab,Punjab_District_1,2018,Kharif,Soyabean,191.8,158.78
Tamil Nadu,Tamil Nadu_District_2,2017,Rabi,Mustard,3816.82,5646.51
Bihar,Bihar_District_3,2019,Whole Year,Sugarcane,2265.13,149725.01
Tamil Nadu,Tamil Nadu_District_4,2004,Kharif,Maize,3216.94,6851.87
Uttar Pradesh,Uttar Pradesh_District_2,2006,Rabi,Potato,691.77,14051.59
Gujarat,Gujarat_District_1,2007,Rabi,Lentil,4080.43,3843.73
West Bengal,West Bengal_District_5,2011,Rabi,Mustard,3523.2,3767.46
Haryana,Haryana_District_5,2011,Rabi,Chickpea,4597.84,4963.67
Andhra Pradesh,Andhra Pradesh_District_3,2012,Kharif,Bajra,3441.55,2767.14
Maharashtra,Maharashtra_District_3,2006,Whole Year,Sugarcane,53.03,4150.27
Tamil Nadu,Tamil Nadu_District_2,2005,Rabi,Mustard,3323.63,4242.62
Telangana,Telangana_District_1,2018,Kharif,Bajra,162.19,167.36
Telangana,Telangana_District_5,2006,Kharif,Soyabean,1175.92,1059.01
Maharashtra,Maharashtra_District_1,2002,Rabi,Potato,371.7,5565.54
Chhattisgarh,Chhattisgarh_District_2,2004,Rabi,Sunflower,3427.32,2985.42
Madhya Pradesh,Madhya Pradesh_District_5,2014,Rabi,Wheat,367.62,1223.48
Telangana,Telangana_District_3,2016,Rabi,Wheat,4487.37,14547.64
Tamil Nadu,Tamil Nadu_District_3,2004,Kharif,Turmeric,3110.78,17789.26
Gujarat,Gujarat_District_2,2011,Rabi,Lentil,2278.56,2212.78
Gujarat,Gujarat_District_4,2010,Kharif,Cotton,1848.09,1047.09
Maharashtra,Maharashtra_District_2,2005,Kharif,Turmeric,4813.23,29626.77
Andhra Pradesh,Andhra Pradesh_District_4,2021,Kharif,Turmeric,2073.62,11777.59
Madhya Pradesh,Madhya Pradesh_District_5,2018,Rabi,Lentil,4904.03,4590.65
Chhattisgarh,Chhattisgarh_District_2,2012,Kharif,Soyabean,514.9,502.31
Haryana,Haryana_District_4,2011,Whole Year,Sugarcane,2601.57,192725.11
Bihar,Bihar_District_3,2010,Kharif,Rice,1995.08,3602.26
Andhra Pradesh,Andhra Pradesh_District_5,2014,Kharif,Sunflower,2556.66,1813.53
Punjab,Punjab_District_5,2020,Kharif,Cotton,574.1,309.97
Gujarat,Gujarat_District_4,2001,Kharif,Soyabean,231.8,212.77
Haryana,Haryana_District_5,2012,Whole Year,Sugarcane,3323.67,232422.88
West Bengal,West Bengal_District_4,2018,Rabi,Sunflower,847.49,537.74
Gujarat,Gujarat_District_2,2014,Kharif,Turmeric,1194.32,7779.11
Tamil Nadu,Tamil Nadu_District_3,2013,Kharif,Soyabean,2072.87,2282.08
Punjab,Punjab_District_5,2006,Rabi,Potato,273.53,6295.51
Uttar Pradesh,Uttar Pradesh_District_2,2017,Kharif,Turmeric,4203.39,26450.87
Madhya Pradesh,Madhya Pradesh_District_3,2010,Rabi,Chickpea,1523.44,1504.39
Maharashtra,Maharashtra_District_5,2005,Rabi,Wheat,4710.63,18075.92
Punjab,Punjab_District_1,2006,Kharif,Turmeric,2788.53,19441.65
Rajasthan,Rajasthan_District_1,2014,Kharif,Soyabean,101.82,105.08
Telangana,Telangana_District_3,2015,Whole Year,Sugarcane,3573.97,258983.55
Punjab,Punjab_District_1,2011,Kharif,Soyabean,4187.37,4652.92
Telangana,Telangana_District_2,2009,Kharif,Bajra,2304.07,1740.47
Uttar Pradesh,Uttar Pradesh_District_3,2008,Kharif,Soyabean,3931.27,4007.05
Bihar,Bihar_District_1,2004,Rabi,Chickpea,4514.84,3992.79
Tamil Nadu,Tamil Nadu_District_5,2016,Rabi,Mustard,2323.76,2565.96
Madhya Pradesh,Madhya Pradesh_District_3,2017,Rabi,Mustard,4521.44,6739.48
Haryana,Haryana_District_3,2021,Rabi,Wheat,2890.03,9328.39
Chhattisgarh,Chhattisgarh_District_2,2013,Rabi,Lentil,3248.99,2578.07
Punjab,Punjab_District_3,2002,Kharif,Maize,892.56,2170.86
Madhya Pradesh,Madhya Pradesh_District_3,2012,Kharif,Soyabean,4754.4,4691.24
Maharashtra,Maharashtra_District_5,2006,Rabi,Lentil,4067.19,2578.38
Karnataka,Karnataka_District_1,2013,Rabi,Wheat,1070.52,3334.73
Punjab,Punjab_District_1,2005,Rabi,Sunflower,2094.63,1943.63
Tamil Nadu,Tamil Nadu_District_2,2006,Whole Year,Sugarcane,210.61,15081.54
Madhya Pradesh,Madhya Pradesh_District_4,2014,Kharif,Sunflower,3695.96,2685.82
Rajasthan,Rajasthan_District_1,2020,Rabi,Chickpea,4295.18,4505.85
Haryana,Haryana_District_5,2013,Kharif,Soyabean,4014.39,2960.16
Karnataka,Karnataka_District_2,2015,Rabi,Lentil,4295.21,3458.4
Odisha,Odisha_District_3,2009,Rabi,Chickpea,2045.22,2180.18
Rajasthan,Rajasthan_District_1,2015,Rabi,Sunflower,1193.25,1105.36
Maharashtra,Maharashtra_District_5,2021,Rabi,Lentil,2111.85,1690.23
Rajasthan,Rajasthan_District_1,2001,Kharif,Bajra,3861.69,2807.05
West Bengal,West Bengal_District_3,2015,Rabi,Chickpea,3722.26,3688.0
Punjab,Punjab_District_1,2014,Kharif,Rice,3823.98,6989.97
Madhya Pradesh,Madhya Pradesh_District_2,2007,Kharif,Soyabean,3690.51,2573.56
Rajasthan,Rajasthan_District_1,2008,Rabi,Chickpea,4133.42,4033.29
Rajasthan,Rajasthan_District_1,2014,Rabi,Mustard,1938.62,2200.58
Gujarat,Gujarat_District_3,2002,Kharif,Soyabean,3208.15,3277.73
Haryana,Haryana_District_1,2015,Kharif,Turmeric,1467.66,9366.15
